,season,city,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,loser,toss/win,batfirst,batsecond
237,2011,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians,0,8,SL Malinga,AM Saheba,RB Tiffin,Delhi Daredevils,,,Mumbai Indians
238,2011,Mumbai,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,Pune Warriors,0,7,SB Wagh,BR Doctrove,PR Reiffel,Kings XI Punjab,,,Pune Warriors
239,2011,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,9,0,JH Kallis,RE Koertzen,SK Tarapore,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,
240,2011,Jaipur,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,0,6,SK Warne,Aleem Dar,RB Tiffin,Delhi Daredevils,,,Rajasthan Royals
241,2011,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,SR Tendulkar,HDPK Dharmasena,AL Hill,Royal Challengers Bangalore,Mumbai Indians,,Mumbai Indians
242,2011,Chandigarh,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,PC Valthaty,Asad Rauf,SL Shastri,Chennai Super Kings,Kings XI Punjab,,Kings XI Punjab
243,2011,Mumbai,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,Pune Warriors,0,4,MD Mishra,S Asnani,PR Reiffel,Kochi Tuskers Kerala,,,Pune Warriors
244,2011,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,33,0,DW Steyn,RE Koertzen,S Ravi,Royal Challengers Bangalore,,Deccan Chargers,
245,2011,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,G Gambhir,Aleem Dar,SS Hazare,Rajasthan Royals,Kolkata Knight Riders,,Kolkata Knight Riders
246,2011,Mumbai,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,0,8,BB McCullum,BR Doctrove,PR Reiffel,Mumbai Indians,Kochi Tuskers Kerala,,Kochi Tuskers Kerala
247,2011,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,21,0,MEK Hussey,HDPK Dharmasena,AL Hill,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,
248,2011,Hyderabad,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,8,PC Valthaty,RE Koertzen,S Ravi,Deccan Chargers,Kings XI Punjab,,Kings XI Punjab
249,2011,Mumbai,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,3,Yuvraj Singh,Asad Rauf,AM Saheba,Pune Warriors,Delhi Daredevils,,Delhi Daredevils
250,2011,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,L Balaji,Aleem Dar,RB Tiffin,Rajasthan Royals,Kolkata Knight Riders,,Kolkata Knight Riders
251,2011,Kochi,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,0,7,BB McCullum,K Hariharan,AL Hill,Chennai Super Kings,Kochi Tuskers Kerala,,Kochi Tuskers Kerala
252,2011,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers,16,0,S Sohal,PR Reiffel,RJ Tucker,Delhi Daredevils,Deccan Chargers,Deccan Chargers,
253,2011,Mumbai,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,Mumbai Indians,0,7,MM Patel,Asad Rauf,AM Saheba,Pune Warriors,,,Mumbai Indians
254,2011,Kolkata,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kochi Tuskers Kerala,6,0,DPMD Jayawardene,Aleem Dar,RB Tiffin,Kolkata Knight Riders,,Kochi Tuskers Kerala,
255,2011,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,48,0,SE Marsh,S Asnani,PR Reiffel,Rajasthan Royals,,Kings XI Punjab,
256,2011,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,8,0,Harbhajan Singh,Asad Rauf,AM Saheba,Chennai Super Kings,,Mumbai Indians,
257,2011,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,CH Gayle,SS Hazare,RB Tiffin,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
258,2011,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Delhi Daredevils,29,0,DA Warner,S Asnani,RE Koertzen,Kings XI Punjab,,Delhi Daredevils,
259,2011,Hyderabad,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians,37,0,SL Malinga,HDPK Dharmasena,AL Hill,Deccan Chargers,,Mumbai Indians,
260,2011,Jaipur,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,SK Warne,BR Doctrove,SK Tarapore,Kochi Tuskers Kerala,Rajasthan Royals,,Rajasthan Royals
261,2011,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,Chennai Super Kings,25,0,MEK Hussey,Aleem Dar,RB Tiffin,Pune Warriors,,Chennai Super Kings,
262,2011,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,V Kohli,S Asnani,RJ Tucker,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
263,2011,Mumbai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,Chennai Super Kings,0,8,DE Bollinger,Asad Rauf,SL Shastri,Pune Warriors,,,Chennai Super Kings
264,2011,Kochi,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Deccan Chargers,55,0,I Sharma,HDPK Dharmasena,AL Hill,Kochi Tuskers Kerala,,Deccan Chargers,
265,2011,Delhi,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Kolkata Knight Riders,17,0,MK Tiwary,PR Reiffel,RJ Tucker,Delhi Daredevils,,Kolkata Knight Riders,
266,2011,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,J Botha,Asad Rauf,SK Tarapore,Mumbai Indians,Rajasthan Royals,,Rajasthan Royals
267,2011,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,26,0,V Kohli,Aleem Dar,SS Hazare,Pune Warriors,,Royal Challengers Bangalore,
268,2011,Kochi,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,Delhi Daredevils,38,0,V Sehwag,HDPK Dharmasena,AL Hill,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,
269,2011,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,Iqbal Abdulla,AM Saheba,SL Shastri,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
270,2011,Jaipur,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,LRPL Taylor,SK Tarapore,SJA Taufel,Pune Warriors,Rajasthan Royals,,Rajasthan Royals
271,2011,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,19,0,JA Morkel,Aleem Dar,RB Tiffin,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,
272,2011,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,23,0,KA Pollard,HDPK Dharmasena,PR Reiffel,Kings XI Punjab,,Mumbai Indians,
273,2011,Delhi,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,0,7,P Parameswaran,Asad Rauf,SL Shastri,Delhi Daredevils,Kochi Tuskers Kerala,,Kochi Tuskers Kerala
274,2011,Hyderabad,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Kolkata Knight Riders,20,0,YK Pathan,S Asnani,RJ Tucker,Deccan Chargers,,Kolkata Knight Riders,
275,2011,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,8,MEK Hussey,SS Hazare,RB Tiffin,Rajasthan Royals,,,Chennai Super Kings
276,2011,Mumbai,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,Mumbai Indians,21,0,R Sharma,HDPK Dharmasena,SJA Taufel,Pune Warriors,,Mumbai Indians,
277,2011,Kochi,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kochi Tuskers Kerala,17,0,BJ Hodge,S Ravi,RJ Tucker,Kolkata Knight Riders,,Kochi Tuskers Kerala,
278,2011,Hyderabad,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,4,V Sehwag,Asad Rauf,AM Saheba,Deccan Chargers,Delhi Daredevils,,Delhi Daredevils
279,2011,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,85,0,CH Gayle,Aleem Dar,RB Tiffin,Kings XI Punjab,,Royal Challengers Bangalore,
280,2011,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,10,0,Iqbal Abdulla,Asad Rauf,PR Reiffel,Chennai Super Kings,,,Kolkata Knight Riders
281,2011,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,32,0,AT Rayudu,K Hariharan,SJA Taufel,Delhi Daredevils,,Mumbai Indians,
282,2011,Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,Royal Challengers Bangalore,0,9,CH Gayle,Aleem Dar,SS Hazare,Kochi Tuskers Kerala,,,Royal Challengers Bangalore
283,2011,Chandigarh,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,Pune Warriors,0,5,R Sharma,SK Tarapore,RJ Tucker,Kings XI Punjab,,,Pune Warriors
284,2011,Jaipur,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,63,0,M Vijay,K Hariharan,SJA Taufel,Rajasthan Royals,,Chennai Super Kings,
285,2011,Hyderabad,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Pune Warriors,0,6,MR Marsh,Asad Rauf,AM Saheba,Deccan Chargers,,,Pune Warriors
286,2011,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,76,0,BA Bhatt,SK Tarapore,RJ Tucker,Mumbai Indians,,Kings XI Punjab,
287,2011,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,S Aravind,HDPK Dharmasena,K Hariharan,Rajasthan Royals,Royal Challengers Bangalore,,Royal Challengers Bangalore
288,2011,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,18,0,MS Dhoni,AM Saheba,SL Shastri,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,
289,2011,Indore,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,KD Karthik,S Asnani,RJ Tucker,Kochi Tuskers Kerala,Kings XI Punjab,,Kings XI Punjab
290,2011,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,CH Gayle,RE Koertzen,RB Tiffin,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
291,2011,Mumbai,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,10,0,A Mishra,S Ravi,SK Tarapore,Mumbai Indians,Deccan Chargers,Deccan Chargers,
292,2011,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,29,0,PP Chawla,Asad Rauf,SL Shastri,Delhi Daredevils,,Kings XI Punjab,
293,2011,Indore,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,0,8,BJ Hodge,PR Reiffel,RJ Tucker,Rajasthan Royals,Kochi Tuskers Kerala,,Kochi Tuskers Kerala
294,2011,Mumbai,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,A Mishra,S Ravi,SK Tarapore,Pune Warriors,Deccan Chargers,,Deccan Chargers
295,2011,Dharamsala,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Kings XI Punjab,111,0,AC Gilchrist,Asad Rauf,AM Saheba,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,
296,2011,Chennai,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,Chennai Super Kings,11,0,WP Saha,HDPK Dharmasena,RE Koertzen,Kochi Tuskers Kerala,Chennai Super Kings,Chennai Super Kings,
297,2011,Mumbai,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,YK Pathan,S Ravi,SJA Taufel,Pune Warriors,Kolkata Knight Riders,,Kolkata Knight Riders
298,2011,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,10,SR Watson,RE Koertzen,PR Reiffel,Mumbai Indians,,,Rajasthan Royals
299,2011,Dharamsala,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Deccan Chargers,82,0,S Dhawan,Asad Rauf,AM Saheba,Kings XI Punjab,,Deccan Chargers,
300,2011,Delhi,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,Over,0,0,Over,SS Hazare,RJ Tucker,Delhi Daredevils,,,Over
301,2011,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,CH Gayle,K Hariharan,RE Koertzen,Chennai Super Kings,Royal Challengers Bangalore,,Royal Challengers Bangalore
302,2011,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,JEC Franklin,SK Tarapore,SJA Taufel,Kolkata Knight Riders,Mumbai Indians,,Mumbai Indians
303,2011,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,SK Raina,Asad Rauf,SJA Taufel,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
304,2011,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,MM Patel,Asad Rauf,SJA Taufel,Kolkata Knight Riders,Mumbai Indians,,Mumbai Indians
305,2011,Chennai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,43,0,CH Gayle,Asad Rauf,SJA Taufel,Mumbai Indians,,Royal Challengers Bangalore,
306,2011,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,58,0,M Vijay,Asad Rauf,SJA Taufel,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,
307,2012,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,RE Levi,JD Cloete,SJA Taufel,Chennai Super Kings,Mumbai Indians,,Mumbai Indians
308,2012,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,IK Pathan,S Asnani,HDPK Dharmasena,Kolkata Knight Riders,Delhi Daredevils,,Delhi Daredevils
309,2012,Mumbai,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,Pune Warriors,28,0,SPD Smith,AK Chaudhary,SJA Taufel,Mumbai Indians,,Pune Warriors,
310,2012,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,31,0,AM Rahane,BF Bowden,SK Tarapore,Kings XI Punjab,,Rajasthan Royals,
311,2012,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,20,0,AB de Villiers,S Asnani,S Ravi,Delhi Daredevils,,Royal Challengers Bangalore,
312,2012,Visakhapatnam,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Chennai Super Kings,74,0,RA Jadeja,JD Cloete,HDPK Dharmasena,Deccan Chargers,,Chennai Super Kings,
313,2012,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,22,0,BJ Hodge,BF Bowden,VA Kulkarni,Kolkata Knight Riders,,Rajasthan Royals,
314,2012,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Pune Warriors,22,0,MN Samuels,S Das,SJA Taufel,Kings XI Punjab,Pune Warriors,Pune Warriors,
315,2012,Visakhapatnam,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Mumbai Indians,0,5,RG Sharma,AK Chaudhary,JD Cloete,Deccan Chargers,,,Mumbai Indians
316,2012,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,42,0,L Balaji,S Ravi,RJ Tucker,Royal Challengers Bangalore,,Kolkata Knight Riders,
317,2012,Delhi,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,M Morkel,Asad Rauf,SK Tarapore,Chennai Super Kings,Delhi Daredevils,,Delhi Daredevils
318,2012,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,27,0,KA Pollard,Aleem Dar,BNJ Oxenford,Rajasthan Royals,,Mumbai Indians,
319,2012,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,0,5,F du Plessis,HDPK Dharmasena,RJ Tucker,Royal Challengers Bangalore,,,Chennai Super Kings
320,2012,Chandigarh,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,AD Mascarenhas,VA Kulkarni,SK Tarapore,Pune Warriors,Kings XI Punjab,,Kings XI Punjab
321,2012,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,0,5,Shakib Al Hasan,Asad Rauf,S Asnani,Rajasthan Royals,,,Kolkata Knight Riders
322,2012,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,5,KP Pietersen,BF Bowden,SK Tarapore,Deccan Chargers,,,Delhi Daredevils
323,2012,Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,Pune Warriors,0,7,JD Ryder,Aleem Dar,BNJ Oxenford,Chennai Super Kings,,,Pune Warriors
324,2012,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,2,0,SP Narine,Asad Rauf,S Asnani,Kolkata Knight Riders,,Kings XI Punjab,
325,2012,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Rajasthan Royals,59,0,AM Rahane,JD Cloete,RJ Tucker,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,
326,2012,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,S Nadeem,BF Bowden,SK Tarapore,Mumbai Indians,Delhi Daredevils,,Delhi Daredevils
327,2012,Jaipur,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,0,5,BJ Hodge,Aleem Dar,BNJ Oxenford,Deccan Chargers,,,Rajasthan Royals
328,2012,Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,Royal Challengers Bangalore,0,6,CH Gayle,S Asnani,S Das,Pune Warriors,,,Royal Challengers Bangalore
329,2012,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,JD Cloete,RJ Tucker,Kings XI Punjab,,,Kolkata Knight Riders
330,2012,Hyderabad,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,9,DA Warner,JD Cloete,SJA Taufel,Deccan Chargers,,,Delhi Daredevils
331,2012,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,Chennai Super Kings,13,0,KMDN Kulasekara,Asad Rauf,S Das,Pune Warriors,,Chennai Super Kings,
332,2012,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,CH Gayle,S Ravi,RJ Tucker,Kings XI Punjab,Royal Challengers Bangalore,,Royal Challengers Bangalore
333,2012,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,7,F du Plessis,Aleem Dar,BNJ Oxenford,Rajasthan Royals,,,Chennai Super Kings
334,2012,Delhi,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Pune Warriors,20,0,SC Ganguly,Asad Rauf,S Das,Delhi Daredevils,,Pune Warriors,
335,2012,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,0,6,SE Marsh,S Ravi,RJ Tucker,Mumbai Indians,,,Kings XI Punjab
336,2012,Cuttack,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,B Lee,BF Bowden,SK Tarapore,Deccan Chargers,Kolkata Knight Riders,,Kolkata Knight Riders
337,2012,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Royal Challengers Bangalore,46,0,AB de Villiers,Asad Rauf,S Asnani,Rajasthan Royals,,Royal Challengers Bangalore,
338,2012,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,Delhi Daredevils,0,8,V Sehwag,S Ravi,RJ Tucker,Pune Warriors,,,Delhi Daredevils
339,2012,Chandigarh,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,4,AT Rayudu,Aleem Dar,BNJ Oxenford,Kings XI Punjab,,,Mumbai Indians
340,2012,Pune,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,18,0,CL White,S Ravi,RJ Tucker,Pune Warriors,Deccan Chargers,Deccan Chargers,
341,2012,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,37,0,V Sehwag,Aleem Dar,BNJ Oxenford,Mumbai Indians,,Delhi Daredevils,
342,2012,Chennai,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Kings XI Punjab,7,0,Mandeep Singh,BF Bowden,SK Tarapore,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,
343,2012,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,47,0,G Gambhir,Asad Rauf,BR Doctrove,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,
344,2012,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,1,0,V Sehwag,S Ravi,RJ Tucker,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,
345,2012,Mumbai,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,DW Steyn,AK Chaudhary,BNJ Oxenford,Deccan Chargers,Mumbai Indians,,Mumbai Indians
346,2012,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,0,5,G Gambhir,BF Bowden,C Shamshuddin,Chennai Super Kings,,,Kolkata Knight Riders
347,2012,Cuttack,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,13,0,KC Sangakkara,Aleem Dar,AK Chaudhary,Pune Warriors,Deccan Chargers,Deccan Chargers,
348,2012,Jaipur,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,0,6,P Negi,JD Cloete,SJA Taufel,Rajasthan Royals,,,Delhi Daredevils
349,2012,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,Azhar Mahmood,BF Bowden,C Shamshuddin,Royal Challengers Bangalore,Kings XI Punjab,,Kings XI Punjab
350,2012,Pune,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,1,0,SL Malinga,Asad Rauf,S Asnani,Pune Warriors,Mumbai Indians,Mumbai Indians,
351,2012,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,10,0,SK Raina,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,
352,2012,Kolkata,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,7,0,SP Narine,BF Bowden,SK Tarapore,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,
353,2012,Chandigarh,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,43,0,SR Watson,JD Cloete,SJA Taufel,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,
354,2012,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,2,DR Smith,Asad Rauf,S Asnani,Chennai Super Kings,Mumbai Indians,,Mumbai Indians
355,2012,Bangalore,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,AB de Villiers,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,Royal Challengers Bangalore,,Royal Challengers Bangalore
356,2012,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,6,JH Kallis,JD Cloete,S Ravi,Delhi Daredevils,,,Kolkata Knight Riders
357,2012,Pune,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,0,7,SR Watson,Asad Rauf,BR Doctrove,Pune Warriors,,,Rajasthan Royals
358,2012,Hyderabad,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,25,0,Mandeep Singh,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,,Kings XI Punjab,
359,2012,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,CH Gayle,BF Bowden,VA Kulkarni,Mumbai Indians,Royal Challengers Bangalore,,Royal Challengers Bangalore
360,2012,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,BW Hilfenhaus,BNJ Oxenford,C Shamshuddin,Rajasthan Royals,Chennai Super Kings,,Chennai Super Kings
