,season,city,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,loser,toss/win,batfirst,batsecond
604,2016,Pune,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,RG Sharma,AY Dandekar,RJ Tucker,Rising Pune Supergiants,Mumbai Indians,,Mumbai Indians
605,2016,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,AD Russell,M Erasmus,S Ravi,Royal Challengers Bangalore,Kolkata Knight Riders,,Kolkata Knight Riders
606,2016,Rajkot,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,RR Pant,CB Gaffaney,BNJ Oxenford,Gujarat Lions,Delhi Daredevils,,Delhi Daredevils
607,2016,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,7,0,AD Russell,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,,Kolkata Knight Riders,
608,2016,Delhi,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants,0,7,AM Rahane,C Shamshuddin,RJ Tucker,Delhi Daredevils,Rising Pune Supergiants,,Rising Pune Supergiants
609,2016,Hyderabad,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,B Kumar,M Erasmus,S Ravi,Gujarat Lions,Sunrisers Hyderabad,,Sunrisers Hyderabad
610,2016,Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,V Kohli,CB Gaffaney,BNJ Oxenford,Rising Pune Supergiants,Royal Challengers Bangalore,,Royal Challengers Bangalore
611,2016,Chandigarh,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,9,0,MP Stoinis,HDPK Dharmasena,CK Nandan,Delhi Daredevils,,Kings XI Punjab,
612,2016,Visakhapatnam,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,85,0,A Nehra,S Ravi,C Shamshuddin,Mumbai Indians,,Sunrisers Hyderabad,
613,2016,Kolkata,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,P Kumar,M Erasmus,RJ Tucker,Kolkata Knight Riders,Gujarat Lions,,Gujarat Lions
614,2016,Chandigarh,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,1,0,SR Watson,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,,Royal Challengers Bangalore,
615,2016,Visakhapatnam,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,A Zampa,CB Gaffaney,VK Sharma,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,
616,2016,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,KH Pandya,AY Dandekar,C Shamshuddin,Royal Challengers Bangalore,Mumbai Indians,,Mumbai Indians
617,2016,Hyderabad,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,CH Morris,K Bharatan,M Erasmus,Sunrisers Hyderabad,Delhi Daredevils,,Delhi Daredevils
618,2016,Visakhapatnam,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,0,7,MP Stoinis,HDPK Dharmasena,CK Nandan,Mumbai Indians,,,Kings XI Punjab
619,2016,Bangalore,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore,144,0,AB de Villiers,AY Dandekar,VK Sharma,Gujarat Lions,,Royal Challengers Bangalore,
620,2016,Kolkata,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,Kolkata Knight Riders,0,8,YK Pathan,A Nand Kishore,BNJ Oxenford,Rising Pune Supergiants,,,Kolkata Knight Riders
621,2016,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad,0,7,HM Amla,KN Ananthapadmanabhan,M Erasmus,Kings XI Punjab,,,Sunrisers Hyderabad
622,2016,Visakhapatnam,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,80,0,KH Pandya,Nitin Menon,CK Nandan,Delhi Daredevils,,Mumbai Indians,
623,2016,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,V Kohli,CB Gaffaney,A Nand Kishore,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
624,2016,Visakhapatnam,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants,19,0,AB Dinda,Nitin Menon,C Shamshuddin,Delhi Daredevils,Rising Pune Supergiants,,Rising Pune Supergiants
625,2016,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,82,0,V Kohli,KN Ananthapadmanabhan,M Erasmus,Kings XI Punjab,,Royal Challengers Bangalore,
626,2016,Kanpur,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,DR Smith,AK Chaudhary,CK Nandan,Kolkata Knight Riders,Gujarat Lions,,Gujarat Lions
627,2016,Raipur,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,KK Nair,A Nand Kishore,BNJ Oxenford,Sunrisers Hyderabad,Delhi Daredevils,,Delhi Daredevils
628,2016,Visakhapatnam,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,Rising Pune Supergiants,0,4,MS Dhoni,HDPK Dharmasena,Nitin Menon,Kings XI Punjab,,,Rising Pune Supergiants
629,2016,Kanpur,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,SK Raina,AK Chaudhary,CK Nandan,Mumbai Indians,Gujarat Lions,,Gujarat Lions
630,2016,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,22,0,YK Pathan,KN Ananthapadmanabhan,M Erasmus,Sunrisers Hyderabad,,Kolkata Knight Riders,
631,2016,Raipur,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,V Kohli,A Nand Kishore,BNJ Oxenford,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
632,2016,Bangalore,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AB de Villiers,AK Chaudhary,HDPK Dharmasena,Gujarat Lions,Royal Challengers Bangalore,,Royal Challengers Bangalore
633,2016,Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,22,0,MC Henriques,M Erasmus,C Shamshuddin,Kolkata Knight Riders,,Sunrisers Hyderabad,
634,2016,Delhi,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,4,DA Warner,M Erasmus,CK Nandan,Gujarat Lions,Sunrisers Hyderabad,,Sunrisers Hyderabad
635,2016,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,8,0,BCJ Cutting,HDPK Dharmasena,BNJ Oxenford,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,
636,2018,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,1,DJ Bravo,Chris Gaffaney,A Nanda Kishore,Mumbai Indians,Chennai Super Kings,,Chennai Super Kings
637,2018,Mohali,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,KL Rahul,Rod Tucker,K Ananthapadmanabhan,Delhi Daredevils,Kings XI Punjab,,Kings XI Punjab
638,2018,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,SP Narine,C Shamshuddin,A.D Deshmukh,Royal Challengers Bangalore,Kolkata Knight Riders,,Kolkata Knight Riders
639,2018,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,S Dhawan,Nigel Llong,Vineet Kulkarni,Rajasthan Royals,Sunrisers Hyderabad,,Sunrisers Hyderabad
640,2018,Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,SW Billings,Anil Chaudhary,Chris Gaffaney,Kolkata Knight Riders,Chennai Super Kings,,Chennai Super Kings
641,2018,Jaipur,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,10,0,SV Samson,K Ananthapadmanabhan,Rod Tucker,Delhi Daredevils,,Rajasthan Royals,
642,2018,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,1,Rashid Khan,O Nandan,Nigel Llong,Mumbai Indians,Sunrisers Hyderabad,,Sunrisers Hyderabad
643,2018,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,UT Yadav,S Ravi,A.D Deshmukh,Kings XI Punjab,Royal Challengers Bangalore,,Royal Challengers Bangalore
644,2018,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,JJ Roy,K Ananthapadmanabhan,Nitin Menon,Mumbai Indians,Delhi Daredevils,,Delhi Daredevils
645,2018,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,B Stanlake,A Nanda Kishore,Anil Chaudhary,Kolkata Knight Riders,Sunrisers Hyderabad,,Sunrisers Hyderabad
646,2018,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals,19,0,SV Samson,C Shamshuddin,S Ravi,Royal Challengers Bangalore,,Rajasthan Royals,
647,2018,Mohali,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,4,0,CH Gayle,Vineet Kulkarni,O Nandan,Chennai Super Kings,,Kings XI Punjab,
648,2018,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Kolkata Knight Riders,71,0,N Rana,Anil Chaudhary,A Nanda Kishore,Delhi Daredevils,,Kolkata Knight Riders,
649,2018,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,46,0,RG Sharma,Rod Tucker,Nitin Menon,Royal Challengers Bangalore,,Mumbai Indians,
650,2018,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,N Rana,S Ravi,A.D Deshmukh,Rajasthan Royals,Kolkata Knight Riders,,Kolkata Knight Riders
651,2018,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Kings XI Punjab,15,0,CH Gayle,Nigel Llong,Anil Chaudhary,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,
652,2018,Pune,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,64,0,SR Watson,Nitin Menon,K Ananthapadmanabhan,Rajasthan Royals,,Chennai Super Kings,
653,2018,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,9,KL Rahul,C Shamshuddin,A.D Deshmukh,Kolkata Knight Riders,Kings XI Punjab,,Kings XI Punjab
654,2018,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,AB de Villiers,Chris Gaffaney,O Nandan,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
655,2018,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Chennai Super Kings,4,0,AT Rayudu,Anil Chaudhary,Vineet Kulkarni,Sunrisers Hyderabad,,Chennai Super Kings,
656,2018,Jaipur,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,3,J Archer,Rod Tucker,K Ananthapadmanabhan,Mumbai Indians,,,Rajasthan Royals
657,2018,Delhi,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,4,0,AS Rajpoot,O Nandan,A Nanda Kishore,Delhi Daredevils,,Kings XI Punjab,
658,2018,Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,31,0,Rashid Khan,C Shamshuddin,S Ravi,Mumbai Indians,,Sunrisers Hyderabad,
659,2018,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,MS Dhoni,Nigel Llong,Virender Kumar Sharma,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
660,2018,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,13,0,AS Rajpoot,O Nandan,Yeshwant Barde,Kings XI Punjab,,Sunrisers Hyderabad,
661,2018,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils,55,0,SS Iyer,C Shamshuddin,S Ravi,Kolkata Knight Riders,,Delhi Daredevils,
662,2018,Pune,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,RG Sharma,Chris Gaffaney,Nitin Menon,Chennai Super Kings,Mumbai Indians,,Mumbai Indians
663,2018,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,11,0,KS Williamson,Bruce Oxenford,A Nanda Kishore,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,
664,2018,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,CA Lynn,Nigel Llong,Anil Chaudhary,Royal Challengers Bangalore,Kolkata Knight Riders,,Kolkata Knight Riders
665,2018,Pune,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,13,0,SR Watson,C Shamshuddin,Anil Dandekar,Delhi Daredevils,,Chennai Super Kings,
666,2018,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,14,0,TG Southee,Marais Erasmus,Nitin Menon,Mumbai Indians,,Royal Challengers Bangalore,
667,2018,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Delhi Daredevils,4,0,RR Pant,O Nandan,Virender Kumar Sharma,Rajasthan Royals,,Delhi Daredevils,
668,2018,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,SP Narine,Kumar Dharmasena,A.D Deshmukh,Chennai Super Kings,Kolkata Knight Riders,,Kolkata Knight Riders
669,2018,Indore,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,AS Yadav,S Ravi,Anil Dandekar,Kings XI Punjab,Mumbai Indians,,Mumbai Indians
670,2018,Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,RA Jadeja,Nitin Menon,Yeshwant Barde,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
671,2018,Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,7,Rashid Khan,Bruce Oxenford,O Nandan,Delhi Daredevils,,,Sunrisers Hyderabad
672,2018,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,13,0,HH Pandya,Kumar Dharmasena,A.D Deshmukh,Kolkata Knight Riders,,Mumbai Indians,
673,2018,Indore,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,M Ur Rahman,C Shamshuddin,S Ravi,Rajasthan Royals,Kings XI Punjab,,Kings XI Punjab
674,2018,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,5,0,KS Williamson,Bruce Oxenford,Virender Kumar Sharma,Royal Challengers Bangalore,,Sunrisers Hyderabad,
675,2018,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,15,0,JC Buttler,Marais Erasmus,Nitin Menon,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,
676,2018,Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,102,0,Ishan Kishan,Anil Chaudhary,K Ananthapadmanabhan,Kolkata Knight Riders,,Mumbai Indians,
677,2018,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,9,S Dhawan,C Shamshuddin,Anil Dandekar,Delhi Daredevils,,,Sunrisers Hyderabad
678,2018,Jaipur,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,4,JC Buttler,Marais Erasmus,Yeshwant Barde,Chennai Super Kings,,,Rajasthan Royals
679,2018,Indore,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,31,0,SP Narine,O Nandan,Virender Kumar Sharma,Kings XI Punjab,,Kolkata Knight Riders,
680,2018,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,AB de Villiers,Kumar Dharmasena,Anil Chaudhary,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
681,2018,Pune,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,AT Rayudu,Marais Erasmus,Yeshwant Barde,Sunrisers Hyderabad,Chennai Super Kings,,Chennai Super Kings
682,2018,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,JC Buttler,Nitin Menon,S Ravi,Mumbai Indians,Rajasthan Royals,,Rajasthan Royals
683,2018,Indore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,10,UT Yadav,Bruce Oxenford,Virender Kumar Sharma,Kings XI Punjab,Royal Challengers Bangalore,,Royal Challengers Bangalore
684,2018,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,Kuldeep Yadav,Kumar Dharmasena,Anil Chaudhary,Rajasthan Royals,Kolkata Knight Riders,,Kolkata Knight Riders
685,2018,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,3,0,JJ Bumrah,Marais Erasmus,Nitin Menon,Kings XI Punjab,,Mumbai Indians,
686,2018,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,14,0,AB de Villiers,S Ravi,Anil Dandekar,Sunrisers Hyderabad,,Royal Challengers Bangalore,
687,2018,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Delhi Daredevils,34,0,HV Patel,Kumar Dharmasena,Vineet Kulkarni,Chennai Super Kings,,Delhi Daredevils,
688,2018,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Rajasthan Royals,30,0,S Gopal,Bruce Oxenford,Virender Kumar Sharma,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,
689,2018,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,5,CA Lynn,Anil Chaudhary,S Ravi,Sunrisers Hyderabad,,,Kolkata Knight Riders
690,2018,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Delhi Daredevils,11,0,A Mishra,Kumar Dharmasena,O Nandan,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,
691,2018,Pune,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,L Ngidi,Nitin Menon,Yeshwant Barde,Kings XI Punjab,Chennai Super Kings,,Chennai Super Kings
692,2018,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,2,F du Plessis,Marais Erasmus,C Shamshuddin,Sunrisers Hyderabad,Chennai Super Kings,,Chennai Super Kings
693,2018,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Kolkata Knight Riders,25,0,AD Russell,Nitin Menon,Anil Chaudhary,Rajasthan Royals,,Kolkata Knight Riders,
694,2018,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,14,0,Rashid Khan,Nitin Menon,Kumar Dharmasena,Kolkata Knight Riders,,Sunrisers Hyderabad,
695,2018,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,SR Watson,Marais Erasmus,S Ravi,Sunrisers Hyderabad,Chennai Super Kings,,Chennai Super Kings
696,2019,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,Harbhajan Singh,Bruce Oxenford,Anil Dandekar,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
697,2019,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,AD Russell,Chris Gaffaney,Anil Chaudhary,Sunrisers Hyderabad,Kolkata Knight Riders,,Kolkata Knight Riders
698,2019,Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,Delhi Capitals,37,0,RR Pant,S Ravi,Yeshwant Barde,Mumbai Indians,,Delhi Capitals,
699,2019,Jaipur,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,14,0,CH Gayle,C Shamshuddin,KN Anantapadmanabhan,Rajasthan Royals,,Kings XI Punjab,
700,2019,Delhi,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,Chennai Super Kings,0,6,SR Watson,Marais Erasmus,Nitin Menon,Delhi Capitals,,,Chennai Super Kings
701,2019,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,28,0,AD Russell,Anil Chaudhary,Vineet Kulkarni,Kings XI Punjab,,Kolkata Knight Riders,
702,2019,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,6,0,JJ Bumrah,S Ravi,O Nandan,Royal Challengers Bangalore,,Mumbai Indians,
703,2019,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,Sunrisers Hyderabad,0,5,Rashid Khan,Bruce Oxenford,C Shamshuddin,Rajasthan Royals,,,Sunrisers Hyderabad
704,2019,Mohali,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,8,MA Agarwal,Vineet Kulkarni,Chris Gaffaney,Mumbai Indians,Kings XI Punjab,,Kings XI Punjab
705,2019,Delhi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,Delhi Capitals,0,0,P Shaw,Anil Dandekar,Nitin Menon,Kolkata Knight Riders,Delhi Capitals,,Delhi Capitals
706,2019,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,118,0,J Bairstow,S Ravi,KN Anantapadmanabhan,Royal Challengers Bangalore,,Sunrisers Hyderabad,
707,2019,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,8,0,MS Dhoni,O Nandan,Yeshwant Barde,Rajasthan Royals,,Chennai Super Kings,
708,2019,Mohali,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,Kings XI Punjab,14,0,S Curran,Anil Chaudhary,Chris Gaffaney,Delhi Capitals,,Kings XI Punjab,
709,2019,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,S Gopal,Marais Erasmus,Anil Dandekar,Royal Challengers Bangalore,Rajasthan Royals,,Rajasthan Royals
710,2019,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,37,0,HH Pandya,Bruce Oxenford,Rod Tucker,Chennai Super Kings,,Mumbai Indians,
711,2019,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,J Bairstow,C Shamshuddin,KN Anantapadmanabhan,Delhi Capitals,Sunrisers Hyderabad,,Sunrisers Hyderabad
712,2019,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,AD Russell,Anil Chaudhary,Chris Gaffaney,Royal Challengers Bangalore,Kolkata Knight Riders,,Kolkata Knight Riders
713,2019,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,22,0,Harbhajan Singh,KN Ananthapadmanabhan,Rod Tucker,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,
714,2019,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Mumbai Indians,40,0,A Joseph,Anil Dandekar,Nitin Menon,Sunrisers Hyderabad,,Mumbai Indians,
715,2019,Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,4,K Rabada,S Ravi,Yeshwant Barde,Royal Challengers Bangalore,Delhi Capitals,,Delhi Capitals
716,2019,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,H Gurney,Chris Gaffaney,Anil Chaudhary,Rajasthan Royals,Kolkata Knight Riders,,Kolkata Knight Riders
717,2019,Mohali,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,KL Rahul,Marais Erasmus,Anil Dandekar,Sunrisers Hyderabad,Kings XI Punjab,,Kings XI Punjab
718,2019,Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,DL Chahar,Rod Tucker,C Shamshuddin,Kolkata Knight Riders,Chennai Super Kings,,Chennai Super Kings
719,2019,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,3,KA Pollard,Yeshwant Barde,S Ravi,Kings XI Punjab,Mumbai Indians,,Mumbai Indians
720,2019,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,MS Dhoni,Bruce Oxenford,Ulhas Gandhe,Rajasthan Royals,Chennai Super Kings,,Chennai Super Kings
